,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
219,248,Dell,Inspiron 3501 Laptop,52500,69.32352941176471,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 10 OS,1
220,249,Dell,Latitude 3410 Laptop,59999,69.32352941176471,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14.0,1366.0,768.0,Ubuntu OS,1
221,250,Apple,MacBook Air 2020 MGN73HN Laptop,112990,69.32352941176471,Apple M1 Apple M1 Chip,Octa Core (4P + 4E),8GB,DDR4,512GB,SSD,Apple M1 Integrated Graphics,13.3,2560.0,1600.0,Mac OS,1
223,252,Avita,Pura NS14A6 Laptop,21990,69.32352941176471,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Vega 8,14.0,1920.0,1080.0,Windows 10 OS,1
224,253,Apple,MacBook Pro 16 Laptop,201498,81.0,9th Gen Intel Core i9,Octa Core,32GB,DDR4,2TB,SSD,4GB Radeon Pro 5500M,16.0,3072.0,1920.0,Mac Catalina OS,1
225,255,HP,Victus 15-fa1145TX Gaming Laptop,64990,72.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
228,258,Lenovo,Thinkpad E14 G4 21E3S00P00 Laptop,68999,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,DOS OS,0
230,260,Lenovo,Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,60990,66.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
231,261,Dell,Inspiron 3520 IN3520P9K46002ORS1 Laptop,40990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1
232,262,Lenovo,LOQ 15APH8 82XT004KIN Gaming Laptop,107690,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1
233,263,Lenovo,V15 G4 Laptop,25490,69.32352941176471,AMD Athlon Silver 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920.0,1080.0,Windows 11 OS,1
234,264,HP,15s-FR5012TU Laptop,38999,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
235,265,Infinix,INBook Y1 Plus 15 XL28 Laptop,59990,69.32352941176471,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1
236,266,HP,Victus 15-FA1098TX Laptop,60990,64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
237,267,HP,Victus 15-fb1002AX Gaming Laptop,55500,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
238,268,HP,Pavilion Plus ‎16-ab0456TX Laptop,124999,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560.0,1600.0,Windows 11 OS,1
239,269,HP,Omen 16-XD0007ax Gaming Laptop,104990,76.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1
240,270,MSI,Katana 15 B12VGK-1295IN Gaming Laptop,136990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,1920.0,1080.0,Windows 11 OS,2
241,271,Lenovo,Legion Slim 5 82Y9009JIN Gaming Laptop,131990,83.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1
242,272,Lenovo,IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1
243,273,Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,188752,75.0,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560.0,1600.0,Windows 11 OS,1
244,274,HP,250 G9 7M657PA Laptop,36999,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1366.0,768.0,Windows 11 OS,1
245,275,Lenovo,Yoga 7 82YL0095IN Laptop,92890,75.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Integrated Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1
246,276,Dell,Inspiron 7430 2 in 1 2023 Laptop,57990,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,256GB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1
248,279,HP,15s-fy5007TU Laptop,51999,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1
249,280,Lenovo,Yoga Slim 6 83E00006IN Laptop,79990,69.32352941176471,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1
250,282,Lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,76890,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1
251,283,Lenovo,IdeaPad 1 15ALC7 82R400BSIN Laptop,37790,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1
252,284,Acer,One 11 Z8-284 UN.013SI.033 Laptop,17990,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,128GB,SSD,Intel Integrated UHD,11.6,1366.0,768.0,Windows 11 OS,1
253,286,HP,15s-fy5006TU Laptop,38990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1
254,287,Lenovo,IdeaPad 3 15ITL6 82H803LJIN Laptop,41990,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
255,288,Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,68990,69.32352941176471,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2
256,289,HP,Pavilion 14-dv2153TU Laptop,69990,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1
257,290,Acer,TravelMate P2 TMP214-53 Business Laptop,56990,65.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1
258,291,Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,89990,71.0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1
259,292,MSI,Thin GF63 12UC-846IN Gaming Laptop,62990,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2
260,293,Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,37990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
261,294,Lenovo,IdeaPad Gaming 3 82SB00V4IN Laptop,58990,60.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1
263,296,Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26990,69.32352941176471,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1366.0,768.0,Windows 11 OS,1
264,297,Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,94990,70.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1
265,298,Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,86189,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920.0,1080.0,Windows 11 OS,1
266,299,Chuwi,FreeBook Laptop,37990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12GB,LPDDR4,512GB,SSD,Intel Integrated Intel UHD Graphics,13.5,2256.0,1504.0,Windows 11 OS,1
269,302,Lenovo,Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,194990,89.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1
270,303,Lenovo,IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,51990,67.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
271,304,Lenovo,IdeaPad Slim 3 82H803U0IN Laptop,31990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
272,305,Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,41990,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR5,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
273,306,Asus,VivoBook 15 X1500EA-EJ311W Laptop,31990,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1
274,307,Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,51390,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
275,308,HP,Pavilion 15-eg3018TU Laptop,76900,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4-,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
276,309,HP,15s-fq3066TU Laptop,27890,69.32352941176471,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1366.0,768.0,Windows 11 OS,1
277,310,Lenovo,IdeaPad 3 82H803HRIN Laptop,56990,60.0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
278,311,Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,73990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1
279,312,HP,255 G9 841W6PA Laptop,24999,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,DOS 3.0 OS,1
280,314,HP,255 G8 7J035AA Laptop,33999,69.32352941176471,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,AMD Radeon ,15.6,1920.0,1080.0,Windows 11  OS,1
281,315,Lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,61990,63.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,16.0,1920.0,1200.0,Windows 11 OS,1
282,317,HP,Victus15-fb0147AX Gaming Laptop,47990,62.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1
283,318,Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,53990,66.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
284,319,HP,15S-EQ1550AU Laptop,31890,69.32352941176471,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
285,320,Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,62390,63.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
286,321,Wings,Nuvobook Pro Laptop,49990,69.32352941176471,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel Graphics,14.0,1080.0,1920.0,Windows 11 OS,1
287,322,Wings,Nuvobook S1 Laptop,29990,69.32352941176471,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8GB,LPDDR4,256GB,SSD,Intel Graphics,15.6,1080.0,1920.0,Windows 11 OS,1
288,323,Infinix,INBook X3 Slim Series XL422 Laptop,49990,69.32352941176471,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1
289,325,Dell,Vostro 3430 Laptop,43490,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1
290,326,Dell,Inspiron 7430 2 in 1 Touch Laptop,95640,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1
291,327,HP,Omen 16-xf0060AX Gaming Laptop,125990,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1080.0,Windows 11 OS,1
292,328,HP,Pavilion 15-eg3017TU Laptop,72990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
293,329,MSI,Thin GF63 11UCX-1497IN Gaming Laptop,47990,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2
294,330,HP,Victus  15-fa1060TX  Gaming Laptop,99999,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1
295,331,Asus,Vivobook 15 X1504ZA-NJ325WS Laptop,40990,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
297,333,Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,94990,75.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,3840.0,2400.0,Windows 11 OS,1
298,334,Asus,VivoBook 15 X1500EA-EJ326WS Laptop,37990,69.32352941176471,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
299,335,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,73990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
300,336,Lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,109990,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1
301,337,Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,65999,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1
302,338,Acer,Aspire Lite AL15-51 2023 Laptop,35990,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
303,339,Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,37980,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
306,343,MSI,Modern 15 B11M-061IN Laptop,40789,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1
307,344,Dell,Alienware M18 R1 2023 Gaming Laptop,450039,83.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,LPDDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,18.0,3200.0,1800.0,Windows 11 OS,1
308,345,Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,89990,75.0,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,14.0,2880.0,1800.0,Windows 11 OS,1
309,346,Acer,Aspire 5 15 A515-58M Gaming Laptop,56990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920.0,1080.0,Windows 11 OS,1
310,347,Walker,NU14A1 Laptop,16990,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920.0,1080.0,Windows 11 OS,1
311,349,Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,54990,63.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1
312,350,Dell,Inspiron 14 5430 2023 Laptop,67000,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1
313,351,Lenovo,ThinkBook 15 21JF002CIN Laptop,34499,69.32352941176471,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,DOS OS,1
314,353,HP,Pavilion Plus ‎14-eh1047TU Laptop,107763,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1
315,354,Dell,Inspiron 7430 2 in 1 Laptop,61490,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1
316,355,HP,Pavilion Plus 14-eh1022TU Laptop,80490,69.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,2240.0,1400.0,Windows 11 OS,1
317,356,Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,57990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1
318,357,MSI,Modern 14 C11M-029IN Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1
319,358,Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,53990,64.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1
320,359,Dell,Inspiron 3535 Laptop,44500,69.32352941176471,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
321,360,HP,14-hr0000AU Laptop,48999,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1
322,361,HP,Envy 15-fe0032TU Laptop,116990,70.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris X Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
323,362,Acer,Aspire 3 NX.KDESI.008 Laptop,30990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1
324,363,Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,33790,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
325,364,MSI,Thin GF63 11UCX-1476IN Gaming Laptop,51990,72.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920.0,1080.0,Windows 11 OS,2
326,365,Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,45990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
327,366,MSI,Thin GF63 11UC-1475IN Gaming Laptop,51990,70.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 ,15.6,1920.0,1080.0,Windows 11 OS,2
328,367,Lenovo,V15 G3 IAP 82TTA00UIH Laptop,34099,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,DOS OS,1
329,368,HP,Pavilion 15-EH3101AU Laptop,65600,66.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 8 Graphics,15.6,1920.0,1080.0,Windows 11 OS,1
330,369,Lenovo,V15 G4 82YU00W6IN Laptop,27990,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,DOS OS,1
331,370,Lenovo,V14 G3 IAP Laptop,46990,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1
332,371,Dell,‎G16-7630 2023 Gaming Laptop,161590,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1
333,372,Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,98990,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1
334,374,Lenovo,Legion 5 Pro 2023 Gaming Laptop,172990,79.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16.0,2560.0,1600.0,Windows 11 OS,1
